MSSubClass	MSZoning	LotFrontage	LotArea	LotShape	LotConfig	Neighborhood	Condition1	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtUnfSF	TotalBsmtSF	HeatingQC	CentralAir	Electrical	X1stFlrSF	X2ndFlrSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenQual	TotRmsAbvGrd	Fireplaces	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	PavedDrive	MoSold	YrSold	SaleType	SaleCondition	ExteriorFirst	BsmtUnfSf	BathToRoom	SalePrice
20	RL	4.2904594411	9.0696980422	Reg	Inside	Somerst	Norm	1Fam	1Story	7	5	2005	2005	Gable	VinylSd	BrkFace	5.429345629	Gd	TA	PConc	Gd	Av	Unf	3.1780538303	1616	7.3877092391	Ex	Y	SBrkr	7.3877092391	0	7.3877092391	0	0	2	0	3	Gd	7	0	Attchd	2005	RFn	3	6.7262334024	Y	4	2006	WD	Normal	VinylSd	7.3877092391	0.6666666667	12.3544926506
160	RM	3.4657359028	8.1205887117	Reg	Inside	Edwards	Norm	TwnhsE	2Story	7	5	2004	2004	Gable	VinylSd	Stone	4.7621739348	Gd	TA	PConc	Gd	No	Unf	5.3752784077	976	6.8834625864	Ex	Y	SBrkr	6.8834625864	6.595780514	7.4430783743	0	0	2	0	3	Gd	7	0	Detchd	2004	Unf	2	5.9401712527	Y	4	2006	WD	Normal	VinylSd	6.8834625864	0.6666666667	11.7752897294
20	RL	4.6821312271	9.4859245592	IR1	Corner	NridgHt	Norm	1Fam	1Story	9	5	2006	2007	Hip	VinylSd	Stone	5.7037824747	Gd	TA	PConc	Ex	No	GLQ	7.360103973	80	7.4097419541	Ex	Y	SBrkr	7.4097419541	0	7.4097419541	1	0	2	0	2	Ex	6	2	Attchd	2006	Fin	2	6.7334018918	Y	11	2009	WD	Normal	VinylSd	4.3820266347	1.5	12.6915804613
120	RL	3.8712010109	8.8472161044	IR1	Inside	NridgHt	Norm	TwnhsE	1Story	7	5	2005	2006	Gable	VinylSd	Stone	4.5432947823	Gd	TA	PConc	Gd	No	Unf	0.6931471806	1368	7.2211050982	Ex	Y	SBrkr	7.2211050982	0	7.2211050982	0	0	2	0	2	Gd	6	1	Attchd	2005	RFn	2	6.1612073217	Y	9	2006	New	Partial	VinylSd	7.2211050982	1	12.2184951655
20	RL	4.0943445622	8.996156562	Reg	Inside	CollgCr	Norm	1Fam	1Story	5	5	1994	1995	Gable	VinylSd	None	4.1743872699	TA	Gd	PConc	Gd	No	ALQ	6.6147256002	244	6.8977049431	Ex	Y	SBrkr	6.8977049431	0	6.8977049431	1	0	1	0	3	TA	5	0	Detchd	2000	Unf	2	6.1737861039	Y	5	2009	WD	Normal	VinylSd	5.4971682253	0.6666666667	11.8350089641
20	RM	4.605170186	9.3926619288	Reg	Inside	OldTown	Norm	1Fam	1Story	5	7	1948	2005	Gable	MetalSd	None	4.3307333403	TA	TA	CBlock	TA	No	GLQ	4.9698132996	172	6.8287120716	Ex	Y	SBrkr	7.0228680861	0	7.0228680861	1	0	1	0	2	Gd	6	0	Attchd	1948	Unf	2	6.2690962837	Y	5	2008	WD	Normal	MetalSd	5.1474944768	1	11.8981878658
20	RL	4.1743872699	8.8752871281	Reg	Inside	SawyerW	Norm	1Fam	1Story	6	5	1991	1991	Gable	HdBoard	BrkFace	4.4773368145	TA	TA	CBlock	Gd	No	GLQ	7.0900768358	78	7.1530516349	Gd	Y	SBrkr	7.1654934751	0	7.1654934751	1	0	2	0	3	Gd	6	0	Attchd	1991	RFn	2	6.2065759267	Y	6	2008	WD	Normal	HdBoard	4.3567088267	1	12.0962577795
20	RL	4.605170186	9.7699561599	Reg	Inside	Crawfor	PosA	1Fam	1Story	7	8	1959	2002	Gable	HdBoard	None	5.7430031878	Gd	Gd	PConc	Gd	Av	GLQ	7.2485040724	496	7.5506612431	TA	Y	SBrkr	7.5506612431	0	7.5506612431	1	0	2	0	3	Ex	7	2	Attchd	1959	Fin	2	6.3403593037	Y	5	2010	WD	Normal	BrkFace	6.2065759267	1	12.7218858108
20	RL	4.2195077052	9.0840966454	Reg	Inside	CollgCr	Norm	1Fam	1Story	7	5	2005	2007	Gable	VinylSd	BrkFace	4.3820266347	Gd	TA	PConc	Gd	No	GLQ	6.8297937375	349	7.1499168361	Ex	Y	SBrkr	7.1499168361	0	7.1499168361	1	0	2	0	3	Gd	6	0	Attchd	2005	RFn	2	6.2304814476	Y	1	2007	New	Partial	VinylSd	5.8550719222	1	12.220961258
60	RL	4.3174881135	9.166597449	IR1	Inside	NoRidge	Norm	1Fam	2Story	8	5	1990	1990	Gable	Wd Sdng	BrkFace	5.81711116	Gd	TA	PConc	Ex	No	GLQ	6.1779441141	971	7.2813856636	Ex	Y	SBrkr	7.2813856636	7.2130316598	7.9409397623	0	0	2	1	4	Gd	9	1	Attchd	1990	RFn	2	6.6200732065	Y	6	2007	WD	Normal	Wd Sdng	6.8783264683	0.75	12.6181822964
60	RL	4.6821312271	9.6006241581	IR1	Corner	NoRidge	Norm	1Fam	2Story	9	5	1999	1999	Gable	VinylSd	BrkFace	5.1059454739	Gd	TA	PConc	Gd	No	Unf	2.9957322736	1393	7.2392149738	Ex	Y	SBrkr	7.2598196104	7.0707241073	7.8628820346	0	0	2	1	4	Gd	10	1	BuiltIn	1999	Fin	3	6.6580110459	Y	5	2010	WD	Normal	VinylSd	7.2392149738	0.75	12.7164021462
20	RL	4.0943445622	9.0106691768	Reg	Inside	Edwards	Norm	1Fam	1Story	4	6	1954	1954	Hip	Wd Sdng	None	3.8066624898	TA	TA	CBlock	TA	No	Rec	6.595780514	216	6.8543545023	Ex	Y	SBrkr	6.8543545023	0	6.8543545023	1	0	1	0	3	TA	5	1	Detchd	1956	Unf	1	5.6347896032	Y	10	2007	WD	Normal	Wd Sdng	5.3752784077	0.6666666667	11.6868787721
60	RL	4.4426512565	9.3124455949	Reg	Inside	NAmes	Norm	1Fam	2Story	6	5	1969	1969	Gable	HdBoard	None	5.6629604801	TA	TA	CBlock	Fa	Mn	ALQ	6.2146080984	176	6.8585650348	TA	Y	SBrkr	6.9957661563	6.9275579063	7.6553906448	0	0	2	1	4	TA	9	2	Attchd	1969	Unf	2	6.3561076607	Y	6	2008	WD	Normal	HdBoard	5.170483995	0.75	12.2399908637
20	RL	4.1108738642	9.2326887756	IR1	Inside	CollgCr	Norm	1Fam	1Story	8	5	2008	2008	Gable	VinylSd	Stone	5.598421959	Gd	TA	PConc	Ex	Gd	Unf	4.1431347264	1622	7.3914152347	Ex	Y	SBrkr	7.3963352938	0	7.3963352938	1	0	2	0	3	Ex	8	1	Attchd	2008	RFn	3	6.7569323892	Y	1	2009	WD	Normal	VinylSd	7.3914152347	1	12.5964004269
120	FV	3.8501476017	8.349957272	Reg	Corner	Somerst	Norm	TwnhsE	1Story	7	5	2006	2007	Gable	VinylSd	None	4.5432947823	Gd	TA	PConc	Ex	No	Unf	2.7725887222	1352	7.2093402566	Ex	Y	SBrkr	7.2093402566	0	7.2093402566	0	0	2	0	2	Gd	5	1	Attchd	2006	RFn	2	6.1441856341	Y	4	2007	New	Partial	VinylSd	7.2093402566	1	12.2496109475
20	RL	3.4657359028	9.6010978512	IR2	CulDSac	CollgCr	Norm	1Fam	1Story	8	5	2001	2002	Hip	VinylSd	BrkFace	5.1817835503	Gd	TA	PConc	Gd	Gd	Unf	6.1841488909	1753	7.4690838849	Ex	Y	SBrkr	7.4882935152	0	7.4882935152	0	0	2	0	3	Gd	7	1	Attchd	2001	RFn	3	6.617402978	Y	8	2006	WD	Normal	VinylSd	7.4690838849	0.6666666667	12.5245263766
20	RL	4.3174881135	9.2316125073	Reg	Inside	Edwards	Norm	1Fam	1Story	4	5	1954	1954	Hip	Wd Sdng	BrkFace	4.8828019226	TA	TA	PConc	TA	No	ALQ	6.1984787165	372	6.7615727688	Ex	Y	SBrkr	6.8543545023	0	6.8543545023	0	0	1	0	3	TA	5	0	Attchd	1954	Unf	1	5.5134287462	Y	2	2007	WD	Normal	Wd Sdng	5.9188938543	0.3333333333	11.6172854803
20	RL	4.248495242	9.0359869848	Reg	Inside	NAmes	Norm	1Fam	1Story	6	3	1957	1957	Hip	BrkFace	None	5.6629604801	TA	TA	CBlock	TA	No	ALQ	5.2417470151	628	7.2984451015	Gd	Y	SBrkr	7.2984451015	0	7.2984451015	1	0	1	1	3	TA	6	2	Attchd	1957	RFn	2	6.0913098821	Y	6	2009	WD	Normal	BrkFace	6.4425401665	1	11.960811289
20	RL	4.0943445622	8.7989074921	IR1	Corner	BrkSide	Feedr	1Fam	1Story	3	6	1949	1950	Hip	VinylSd	None	5.6629604801	TA	TA	CBlock	TA	No	BLQ	5.8318824773	0	6.5482191028	TA	N	SBrkr	6.579251212	0	6.579251212	0	0	1	0	2	TA	4	0	Detchd	1955	Unf	1	5.6594822158	Y	7	2008	WD	Normal	VinylSd	4.6821312271	0.5	11.1913418408
60	RL	4.6728288345	9.2287695074	IR1	Inside	NoRidge	Norm	1Fam	2Story	7	5	1992	1992	Gable	HdBoard	None	5.1357984371	Gd	TA	PConc	Gd	No	GLQ	6.5132301109	76	6.6200732065	Ex	Y	SBrkr	6.9669671386	6.7592552707	7.5616417456	1	0	2	1	3	Gd	8	1	Attchd	1992	RFn	2	6.3350542515	Y	6	2010	WD	Normal	HdBoard	4.3307333403	1.3333333333	12.1547793511
30	RL	3.9120230054	8.5811065172	Reg	Inside	BrkSide	Norm	1Fam	1Story	4	7	1940	1950	Hip	VinylSd	None	5.081404365	Fa	TA	CBlock	TA	No	LwQ	5.6347896032	140	6.0402547113	Gd	Y	SBrkr	6.5624440937	0	6.5624440937	0	0	1	0	2	Fa	5	0	Attchd	1941	Unf	0	5.4806389233	Y	12	2009	WD	Normal	VinylSd	4.9416424226	0.5	11.3205535723
20	RL	4.3174881135	9.2089393911	Reg	Inside	Somerst	Norm	1Fam	1Story	8	5	2006	2007	Gable	VinylSd	BrkFace	6.0591231956	Gd	TA	PConc	Ex	Av	Unf	3.1780538303	1795	7.4927603009	Ex	Y	SBrkr	7.4927603009	0	7.4927603009	0	0	2	0	2	Gd	7	1	Attchd	2007	RFn	3	6.7968237183	Y	2	2007	New	Partial	VinylSd	7.4927603009	1	11.8981878658
30	RM	3.6888794541	8.1986394553	Reg	Inside	IDOTRR	Norm	1Fam	1Story	4	4	1922	1950	Gable	AsbShng	None	4.3820266347	TA	TA	BrkTil	TA	No	Unf	5.5683445038	796	6.6795991858	Fa	N	SBrkr	6.6795991858	0	6.6795991858	0	0	1	0	2	TA	5	0	Detchd	1920	Fin	0	5.8636311756	N	1	2008	WD	Normal	AsbShng	6.6795991858	0.5	10.9150884642
30	RH	4.248495242	8.3593691062	Reg	Inside	Edwards	Norm	1Fam	1Story	3	6	1931	2006	Gable	MetalSd	None	5.1929568509	TA	TA	BrkTil	TA	No	Rec	6.2989492469	0	6.2989492469	Ex	Y	SBrkr	6.6515718736	0	6.6515718736	0	0	1	0	3	Gd	6	0	Detchd	1998	Unf	0	5.7868973814	Y	5	2007	WD	Normal	MetalSd	4.6821312271	0.3333333333	11.2772031314
20	RL	4.0943445622	8.794824928	Reg	Inside	Mitchel	Norm	1Fam	1Story	5	9	1982	2008	Gable	VinylSd	None	5.4205349993	Gd	Gd	CBlock	TA	No	ALQ	6.4630294569	175	6.704414355	Ex	Y	SBrkr	6.704414355	0	6.704414355	0	1	1	0	3	Gd	5	1	Attchd	1982	Unf	1	5.5759491031	Y	10	2008	WD	Normal	VinylSd	5.1647859739	0.6666666667	11.7791285057
50	RM	4.0943445622	9.2533998614	Reg	Corner	OldTown	Norm	1Fam	1.5Fin	6	7	1920	1950	Gable	Wd Sdng	None	5.4553211154	Gd	Gd	BrkTil	Gd	No	LwQ	6.200509174	1017	7.3198649298	Ex	Y	SBrkr	7.3677085724	7.0967213785	7.9345134639	0	0	2	0	5	TA	8	2	Detchd	1920	Unf	2	6.2538288116	Y	6	2008	WD	Normal	BrkFace	6.924612396	0.4	12.4529327235
60	RL	4.1431347264	9.1142699032	IR1	Inside	Gilbert	Norm	1Fam	2Story	7	5	1998	1998	Hip	VinylSd	None	2.7725887222	TA	TA	PConc	Gd	No	Unf	5.5294290875	935	6.8405465293	Gd	Y	SBrkr	6.8617113405	6.5176712729	7.3975615355	0	0	2	1	3	TA	8	1	Attchd	1998	Fin	2	6.1355648911	Y	6	2006	WD	Normal	VinylSd	6.8405465293	1	12.0810761554
20	RL	4.4426512565	9.210340372	Reg	Inside	Somerst	Norm	1Fam	1Story	8	5	2006	2006	Hip	VinylSd	Stone	6.0161571597	Gd	TA	PConc	Gd	Av	Unf	3.1780538303	1588	7.3702306418	Ex	Y	SBrkr	7.3702306418	0	7.3702306418	0	0	2	0	3	Gd	7	1	Attchd	2006	RFn	3	6.7153833863	Y	12	2007	WD	Normal	VinylSd	7.3702306418	0.6666666667	12.3327052965
80	RL	4.0073331852	9.2854478445	IR1	Inside	CollgCr	Norm	1Fam	SLvl	5	5	1976	1976	Gable	MetalSd	None	5.0751738152	TA	TA	CBlock	TA	Av	ALQ	6.1800166537	428	6.8145428973	Gd	Y	SBrkr	6.8606636714	0	6.8606636714	0	0	1	0	3	TA	6	0	Detchd	1976	Unf	2	6.3561076607	Y	7	2006	WD	Normal	MetalSd	6.0591231956	0.3333333333	11.7943379244
20	RL	4.2046926194	9.0912189411	Reg	Inside	Edwards	Norm	1Fam	1Story	4	6	1938	1958	Gable	MetalSd	None	4.3820266347	TA	TA	CBlock	TA	Mn	ALQ	6.5366915976	126	6.704414355	Ex	Y	SBrkr	6.704414355	0	6.704414355	1	0	1	0	2	TA	3	1	Detchd	1958	Unf	1	5.6629604801	Y	5	2009	WD	Normal	MetalSd	4.836281907	1	11.512925465
50	RM	4.0943445622	8.881836305	Reg	Corner	IDOTRR	Norm	1Fam	1.5Fin	5	6	1938	1995	Gable	Wd Sdng	None	6.0112671744	TA	TA	CBlock	TA	No	Unf	2.7725887222	803	6.6883547139	Ex	Y	SBrkr	6.6883547139	6.3225652399	7.2152399787	0	0	1	1	2	Gd	6	0	Detchd	1951	Unf	1	5.6937321388	Y	7	2006	WD	Normal	Wd Sdng	6.6883547139	1	11.7400610376
160	RM	3.1780538303	7.769800996	Reg	Inside	BrDale	Norm	TwnhsE	2Story	5	6	1970	1970	Gable	HdBoard	None	5.7430031878	TA	TA	CBlock	TA	No	LwQ	6.6398758338	0	6.6398758338	TA	Y	SBrkr	6.6398758338	6.3969296552	7.2189097076	0	0	1	1	3	TA	7	0	Attchd	1970	Unf	2	6.0867747269	Y	5	2009	WD	Normal	HdBoard	3.258096538	0.6666666667	11.7360690163
20	RL	4.3820266347	9.1747131943	Reg	Inside	NWAmes	Norm	1Fam	1Story	6	5	1977	1977	Gable	Plywood	BrkFace	5.8861040315	TA	TA	CBlock	Gd	No	ALQ	6.5308776277	664	7.2078598714	TA	Y	SBrkr	7.1959372265	0	7.1959372265	0	1	2	0	2	TA	6	1	Attchd	1977	RFn	2	6.4457198194	Y	4	2009	WD	Normal	Plywood	6.4982821495	1.5	12.0311238431
90	RL	4.4659081187	9.1319463045	IR1	Inside	NWAmes	Feedr	Duplex	1Story	5	5	1973	1973	Gable	Plywood	BrkFace	6.3350542515	TA	TA	CBlock	TA	No	Unf	3.6888794541	1656	7.4121603349	TA	Y	SBrkr	7.4121603349	0	7.4121603349	0	0	2	0	4	TA	8	0	Detchd	1973	Unf	2	6.2265366693	Y	11	2008	WD	Normal	Plywood	7.4121603349	0.5	11.8130300574
30	RM	5.0304379214	8.3231228876	IR1	Corner	OldTown	Feedr	1Fam	1Story	4	4	1941	1950	Gable	Wd Sdng	None	5.7430031878	TA	TA	CBlock	TA	No	Unf	5.3752784077	693	6.5410299992	Fa	N	FuseA	6.5410299992	0	6.5410299992	0	0	1	0	2	Fa	4	0	Detchd	2003	Unf	0	6.3561076607	N	3	2006	WD	Normal	Wd Sdng	6.5410299992	0.5	10.8685684486
60	RL	4.5538768916	9.506734385	IR1	Corner	CollgCr	Norm	1Fam	2Story	7	5	2002	2002	Gable	VinylSd	None	5.6664266881	Gd	TA	PConc	Gd	No	GLQ	6.551080335	216	6.8200163647	Ex	Y	SBrkr	6.82437367	6.8469431396	7.5288692566	1	0	2	1	3	Gd	8	0	BuiltIn	2002	RFn	2	6.1984787165	Y	6	2006	WD	Normal	VinylSd	5.3752784077	1.3333333333	12.2060726455
20	RL	4.7874917428	9.165343006	IR1	Corner	CollgCr	Norm	1Fam	1Story	5	7	1972	1972	Hip	MetalSd	None	5.1929568509	TA	Gd	CBlock	TA	Mn	Rec	5.8861040315	504	6.7615727688	Ex	Y	SBrkr	6.7615727688	0	6.7615727688	0	0	1	0	3	TA	5	0	Attchd	1972	RFn	1	5.6629604801	Y	6	2006	WD	Normal	MetalSd	6.2225762681	0.3333333333	11.7636841833
20	RL	4.248495242	9.0232876408	Reg	Inside	NAmes	Norm	1Fam	1Story	4	5	1971	1971	Gable	MetalSd	None	5.7430031878	TA	TA	CBlock	TA	No	Unf	5.6970934865	858	6.7546040995	TA	Y	SBrkr	6.7707894239	0	6.7707894239	0	0	1	0	3	TA	5	0	Detchd	1974	Unf	4	6.1737861039	Y	6	2007	WD	Normal	MetalSd	6.7546040995	0.3333333333	11.7199396344
20	RL	4.189654742	9.5247860817	Reg	Inside	SawyerW	RRAe	1Fam	1Story	6	5	2003	2004	Gable	VinylSd	None	4.9972122738	TA	TA	PConc	Gd	No	GLQ	6.701960366	300	7.0157124205	Ex	Y	SBrkr	7.0157124205	0	7.0157124205	1	0	1	0	3	Gd	6	0	Detchd	2004	Unf	2	6.3561076607	Y	7	2008	WD	Normal	VinylSd	5.7037824747	0.6666666667	11.9511803959
60	RL	4.3820266347	9.1458018508	Reg	Inside	CollgCr	Norm	1Fam	2Story	8	5	2002	2002	Gable	VinylSd	BrkFace	5.0039463059	Gd	TA	PConc	Gd	No	Unf	2.7725887222	1284	7.1577354842	Ex	Y	SBrkr	7.1577354842	6.785587645	7.6820215108	0	0	2	1	3	Gd	7	1	Attchd	2002	RFn	2	6.4723462945	Y	8	2007	WD	Normal	VinylSd	7.1577354842	1	12.3392914893
50	RL	4.0430512678	8.9303618839	Reg	Inside	Crawfor	Norm	1Fam	1.5Fin	6	6	1928	1950	Gable	Stone	None	5.3278761688	TA	TA	BrkTil	TA	No	Unf	5.7960577508	896	6.797940413	Gd	Y	SBrkr	7.0664669701	6.6080006253	7.5564279694	0	0	1	1	3	TA	9	1	Detchd	1929	Unf	2	5.8348107371	Y	3	2009	WD	Normal	BrkFace	6.797940413	0.6666666667	12.0839050116
60	RL	4.4426512565	9.3149706211	IR1	Corner	CollgCr	Norm	1Fam	2Story	7	5	2006	2006	Gable	VinylSd	None	4.6539603502	Gd	TA	PConc	Gd	No	Unf	5.2040066871	728	6.5903010482	Ex	Y	SBrkr	6.5903010482	6.5903010482	7.2834482288	0	0	2	1	3	Gd	8	1	Attchd	2006	Fin	2	6.0867747269	Y	7	2007	New	Partial	VinylSd	6.5903010482	1	11.9565530342
30	RM	3.9120230054	8.6995147482	Reg	Inside	OldTown	Norm	1Fam	1Story	4	4	1920	1950	Hip	MetalSd	None	4.7621739348	TA	TA	PConc	TA	No	ALQ	5.5214609179	710	6.8669332845	Gd	Y	FuseA	6.8669332845	0	6.8669332845	0	0	1	0	2	Fa	5	0	Detchd	1997	Unf	1	5.730099783	Y	7	2007	WD	Normal	MetalSd	6.56526497	0.5	11.594505452
20	RL	4.0775374439	9.9417943867	IR2	CulDSac	NWAmes	PosN	1Fam	1Story	7	7	1968	2003	Hip	HdBoard	None	5.0562458053	TA	TA	CBlock	TA	No	BLQ	5.6937321388	1203	7.3575562009	TA	Y	SBrkr	7.676009932	0	7.676009932	0	0	2	0	3	TA	9	1	Attchd	1968	RFn	2	6.2304814476	Y	6	2006	WD	Normal	BrkFace	7.092573716	0.6666666667	12.478006361
20	RL	4.5325994932	9.6360001874	IR1	Corner	Timber	Norm	1Fam	1Story	8	5	2006	2007	Gable	VinylSd	Stone	4.605170186	Gd	TA	PConc	Ex	Gd	GLQ	4.3820266347	1652	7.4570320891	Ex	Y	SBrkr	7.4821189236	0	7.4821189236	1	0	2	0	3	Gd	7	1	Attchd	2006	Fin	3	6.5680779114	Y	5	2007	New	Partial	VinylSd	7.4097419541	1	12.5548368822
70	RM	3.9120230054	8.5659833556	Reg	Inside	OldTown	Norm	1Fam	2Story	8	5	1872	1987	Gable	MetalSd	None	6.4815771293	TA	Gd	BrkTil	TA	No	LwQ	5.5568280617	425	6.5279579176	Fa	N	SBrkr	6.843749949	7.1024993558	7.7655690811	0	0	2	0	4	TA	8	0	Attchd	1977	Unf	0	6.3456363608	Y	12	2008	WD	Normal	MetalSd	6.0520891689	0.5	11.7117763237
90	RL	4.5108595065	9.36246042	Reg	Inside	NAmes	Artery	Duplex	2Story	5	5	1969	1969	Gable	MetalSd	BrkFace	5.9080829382	TA	TA	CBlock	TA	No	LwQ	6.2146080984	748	7.1292975489	TA	Y	SBrkr	7.1989312407	7.1670378769	7.8762588823	1	1	2	2	6	TA	12	0	Detchd	1969	Unf	4	6.8752320873	Y	8	2009	WD	Normal	MetalSd	6.617402978	1	12.2060726455
60	RL	4.248495242	9.1320544536	IR1	Inside	NAmes	Norm	1Fam	2Story	6	6	1962	1962	Gable	HdBoard	BrkFace	5.7620513828	TA	TA	CBlock	TA	No	Rec	5.7651911028	539	6.7546040995	Ex	Y	SBrkr	6.7546040995	6.7546040995	7.44775128	0	0	1	1	4	TA	8	1	Attchd	1962	Fin	2	6.1944053911	Y	3	2008	WD	Normal	HdBoard	6.2897155709	0.5	12.0494188355
50	RM	3.9120230054	8.6995147482	Reg	Inside	BrkSide	Norm	1Fam	1.5Fin	6	9	1937	2000	Gable	MetalSd	None	6.3969296552	Gd	TA	BrkTil	TA	No	Unf	5.1239639794	698	6.5482191028	TA	Y	SBrkr	6.6669567924	5.9661467391	7.0698741285	0	0	1	0	2	TA	4	0	Detchd	1999	Unf	2	6.4361503684	N	7	2009	WD	Normal	MetalSd	6.5482191028	0.5	11.8122890422
50	RL	4.0253516907	9.5969623923	IR1	CulDSac	NoRidge	Norm	1Fam	1.5Fin	8	5	1995	1996	Hip	VinylSd	BrkFace	6.3613024776	Gd	TA	PConc	Gd	Av	GLQ	6.704414355	1217	7.6172678136	Ex	Y	SBrkr	7.627057417	7.0774980536	8.0827111342	1	0	2	1	4	Gd	9	1	Attchd	1996	Fin	3	6.5012896705	Y	3	2010	WD	Normal	VinylSd	7.104144093	1	12.9239124387
60	RL	4.6728288345	9.241451367	IR1	Inside	CollgCr	Norm	1Fam	2Story	7	5	2000	2000	Gable	VinylSd	None	4.6821312271	Gd	TA	PConc	Gd	No	GLQ	6.5998704992	257	6.8997231073	Ex	Y	SBrkr	6.8997231073	6.7719355558	7.5310163321	1	0	2	1	3	Gd	7	1	Attchd	2000	RFn	3	6.7322107065	Y	6	2008	WD	Normal	VinylSd	5.5490760849	1.3333333333	12.3673407931
80	RL	4.6249728133	9.2293583778	IR1	Inside	NWAmes	Norm	1Fam	SLvl	7	6	1968	1992	Gable	MetalSd	BrkFace	4.9628446303	TA	TA	CBlock	TA	No	Unf	5.3936275464	570	6.3456363608	Gd	Y	SBrkr	7.1082441397	6.5482191028	7.560080465	0	0	3	0	4	Gd	8	1	Attchd	1968	RFn	2	6.1882641231	Y	9	2006	WD	Normal	MetalSd	6.3456363608	0.75	12.043553716
20	RL	4.189654742	9.1566230895	Reg	Corner	NAmes	Norm	1Fam	1Story	5	5	1966	1966	Gable	HdBoard	BrkFace	4.1743872699	TA	TA	CBlock	TA	No	Rec	5.8289456176	524	6.7615727688	TA	Y	SBrkr	6.7934661326	0	6.7934661326	0	0	1	0	3	TA	5	0	Attchd	1966	RFn	1	5.5759491031	Y	10	2008	WD	Normal	HdBoard	6.2614916843	0.3333333333	11.6082356448
20	RL	4.5325994932	9.4364395511	IR1	CulDSac	NAmes	Norm	1Fam	1Story	5	6	1971	2008	Gable	VinylSd	None	4.5643481915	TA	TA	CBlock	TA	No	GLQ	6.5985090286	344	6.9828627515	Ex	Y	SBrkr	6.9828627515	0	6.9828627515	1	0	1	1	3	TA	6	1	Attchd	1971	Fin	2	6.2146080984	Y	4	2010	WD	Normal	VinylSd	5.8406416574	1	11.9177236841
160	FV	3.1780538303	7.6577552711	Reg	Inside	Somerst	Norm	Twnhs	2Story	6	5	2000	2000	Gable	MetalSd	BrkFace	5.3752784077	Gd	TA	PConc	Gd	No	GLQ	5.9348941956	378	6.6280413762	Ex	Y	SBrkr	6.6450909695	6.6895992692	7.3607399031	0	0	2	1	3	Gd	5	0	Detchd	2000	Unf	2	6.0867747269	Y	6	2010	WD	Normal	MetalSd	5.9348941956	1	12.0867258879
20	RL	4.8598124044	9.7253771165	Reg	FR3	NridgHt	Norm	1Fam	1Story	9	5	2004	2005	Hip	VinylSd	BrkFace	4.189654742	Gd	TA	PConc	Ex	Av	GLQ	7.2772477266	533	7.5908521237	Ex	Y	SBrkr	7.5908521237	0	7.5908521237	1	0	2	0	3	Ex	8	1	Attchd	2004	Fin	3	6.6463905148	Y	9	2006	WD	Normal	VinylSd	6.2785214242	1	12.6603279178
70	RL	3.9318256327	9.1944142214	Reg	Inside	SWISU	Feedr	1Fam	2Story	5	6	1921	1998	Gable	Wd Sdng	None	6.0497334552	TA	TA	BrkTil	TA	No	Unf	5.0498560072	612	6.4167322825	Ex	Y	SBrkr	6.8977049431	7.3846103832	7.8636512654	0	0	3	1	4	TA	8	0	BuiltIn	1998	RFn	2	6.4313310819	Y	5	2008	WD	Normal	MetalSd	6.4167322825	1	12.149502294
20	RL	4.8202815656	9.690170562	IR1	Inside	StoneBr	Norm	1Fam	1Story	7	5	2005	2005	Hip	VinylSd	Stone	2.7725887222	Gd	TA	PConc	Ex	Av	ALQ	7.1499168361	256	7.3330230144	Ex	Y	SBrkr	7.3330230144	0	7.3330230144	1	0	2	0	3	Gd	7	1	Attchd	2005	Fin	2	6.0637852087	Y	6	2009	WD	Normal	VinylSd	5.5451774445	1	12.46843691
50	RL	4.4426512565	9.4345233829	IR1	FR2	NAmes	Feedr	1Fam	1.5Fin	4	4	1920	2007	Gable	VinylSd	None	4.276666119	TA	Gd	BrkTil	TA	No	Unf	4.7874917428	715	6.5722825427	Gd	Y	SBrkr	7.1553963019	6.1246833909	7.4604903058	0	0	2	0	4	TA	7	1	Attchd	1920	Unf	1	5.9080829382	Y	6	2009	WD	Normal	VinylSd	6.5722825427	0.5	11.5607627944
60	RL	4.2904594411	9.0477037885	IR1	Inside	Gilbert	Norm	1Fam	2Story	6	5	2006	2007	Gable	VinylSd	None	5.1357984371	TA	TA	PConc	Gd	No	Unf	5.7651911028	616	6.4232469635	Ex	Y	SBrkr	6.4232469635	6.6795991858	7.2527624181	0	0	2	1	3	Gd	6	1	BuiltIn	2007	Fin	2	6.0684255882	Y	3	2007	New	Partial	VinylSd	6.4232469635	1	11.9635678695
160	FV	3.4011973817	8.0646364758	Reg	Inside	Somerst	Norm	TwnhsE	2Story	7	5	2005	2005	Gable	MetalSd	None	5.7930136084	Gd	TA	PConc	Gd	No	Unf	5.2626901889	600	6.3969296552	Ex	Y	SBrkr	6.2538288116	6.3969296552	7.0900768358	0	0	2	1	2	Gd	4	0	Detchd	2005	RFn	2	6.1737861039	Y	4	2006	WD	Abnorml	MetalSd	6.3969296552	1.5	11.8786235774
